Item,x,y,z,R,e
H06,-17.0172,-29.21099,0.15848,1.63808,0.20831
H09,55.25415,-29.20869,0.15847,1.52936,0.08
Midpoint-36,19.11848,-29.20984,0.15847,,
Point-test,114.88387,71.74695,1.6114,,
Point-align,151.0193,71.87966,1.6114,,
Point-68,82.6898,110.72143,1.7791,,
Point-69,93.79032,110.75095,1.7791,,
Point-70,93.82747,99.6583,1.7791,,
Midpoint-37,88.24006,110.73619,1.7791,,
Midpoint-38,93.80889,105.20462,1.7791,,
